id;db;Marca temporal;Correo electrónico;Nombre de la empresa;Dirección de la empresa;Teléfono de contacto;Por favor indique el número de colaboradores que tiene su empresa o comercio;¿En su empresa o comercio cuentan con colaboradoras mujeres?;Por favor indique el número de mujeres que trabajan en su empresa o comercio;Porcentaje mujeres;De sus empleadas mujeres, ¿Cuántas hacen parte de la cadena de distribución del negocio (conducen, reparten domicilios, acompañan las entregas, etc.)?;% mujeres en la distribución;De las mujeres vinculadas a la cadena logística de su empresa o comercio ¿Cuántas están vinculadas por contrato laboral?;% mujeres vinculadas;Entre sus colaboradoras mujeres, alguna(s) se identifica(n) con los siguientes grupos poblacionales:;¿Acompañan y/o apoyan el proceso formativo de las mujeres que hacen parte de la cadena logística?;Por favor, indique dentro de la siguientes categorías, cuál se relaciona con la actividad realizada en su comercio:;De acuerdo al listado señale en orden de importancia las 3 principales actividades comerciales que se desarrollan en su establecimiento:;Productos principales;¿Su establecimiento cuenta con espacio de bodega o almacenamiento de mercancías o productos?;¿Con cuántos espacios de bodega cuenta?;¿En qué piso se ubica(n) la(s) bodegas que sirven a su empresa o comercio?;Por favor, indique el área de la bodega que sirve a su comercio en metros cuadrados:;Por favor, indique la altura en metros de la bodega que sirve a su comercio:;¿El(los) espacio(s) de bodega están ubicados al interior de la ZUAP?;¿En qué municipio se encuentra ubicada la bodega que sirve a su comercio?;Por favor, indique el tipo de bodega con la que cuenta:;Por favor, seleccione los días en los cuales recibe materiales, materias primas o productos:;¿Cuántas veces por semana abastece su establecimiento?;Por favor, indique los horarios durante los cuales realiza las actividades de cargue y descargue de las mercancías:;Por favor, indique la forma en la que ingresa la mercancía a su comercio o área de bodega:;"En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en camión, carro o motocicleta es?";"En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en bicicleta es?";¿El establecimiento o bodega posee alguno de los siguientes elementos para el cargue y descargue de mercancías?;¿Qué medio realiza para el envío de sus artículos a domicilio?;¿Cuántos domicilios realiza a diario su establecimiento?;¿Qué medio realiza para el envío de sus ventas por internet?;¿Cuántos envíos de artículos vendidos por internet realiza a diario su establecimiento?;Ir al fin de la encuesta.;De acuerdo con el tipo de carga que distribuye su empresa, indique máximo 3 tipos en el siguiente listado:;¿El origen de la mercancía que transporta es el Valle de Aburrá?;Por favor, indique el municipio:;Por favor, indique cuántas entregas hace en el centro de Medellín al día:;Por favor, indique el número de establecimientos que surte en el centro de Medellín a diario:;¿Cuántos pedidos recibe su empresa diariamente que tienen como destino el centro de Medellín?;Por favor indique la cantidad de vehículos con combustión a diésel (ACPM) con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con combustión a gasolina con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con combustión a gas natural vehicular (GNV) con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con motor eléctrico con los que cuenta su empresa:;Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos anteriores a 1990];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 1991 y 2000];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2001 y 2010];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2011 y 2015];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos del 2016 en adelante];¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a ACPM?;¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a gasolina?;¿Cuánto es el rendimiento en metros cúbicos/kilómetro, de sus vehículos a GNV?;¿Cuánto es el rendimiento kilowatt-hora, de sus vehículos eléctricos?;¿Cuánto es el costo total por movilizar un camión cargado hacia el centro de Medellín?;¿Cuántas horas al volante permanece durante un turno de reparto una/un conductora/or en su empresa?;"De acuerdo con la siguiente escala, donde 1 es ""Muy compleja"" y 5 es ""Muy adecuada"" ¿Cómo considera la relación de sus conductores con los demás actores viales (peatones, ciclistas, conductores, transporte público) en el espacio público de la ZUAP?";¿Al interior de su empresa se realizan actividades que promuevan la actividad física entre sus calaboradoras/es?;¿Qué actividades se realizan?;¿Cuántas veces por semana se realizan actividades para promover la actividad física?;¿Conoce usted el Decreto No 1790 de noviembre 20 de 2012 (Decreto de Zona Amarilla o de cargue y descargue en el centro de la ciudad)?
242;dt;5/18/2022 16:22:02;Bellisimasstore1@gmail.com;Bellísimas store;Carrera 52a#46 23 ;3232960393;3;Sí;3;100%;0;0%;3;100%;Madres cabeza de familia;No;Fabricante;Ropa;Moda y textiles;Interno;1;1;10;5;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;10:00 a 11:00, 11:00 a 12:00;"En motocicleta, En carreta ""zorrilla""";5;1;Ninguno;Motocicleta;2;Motocicleta, Van, Furgón;6;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
243;dt;5/18/2022 16:21:50;electronicasfbm@hotmail.com;Electronicas FBM;Carrera 53# 50- 55;5127490;12;Sí;4;33%;0;0%;4;100%;Madres cabeza de familia;No;Venta al detalle;Sonido;Electrónica;Interno;2;1;10;2,5;Sí;Medellín;Recepción de mercancías;Lunes, Miércoles, Sábado;6 o más;10:00 a 11:00, 12:00 a 13:00, 15:00 a 16:00, 17:00 a 18:00;En camión, sobre la vía;4;1;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
244;dt;5/18/2022 16:18:43;decopvcmedellin@gmail.com;DECOPVC;Cra 54 52 20;3116685499;3;Sí;1;33%;0;0%;1;100%;Ninguna de las anteriores;Sí;Proveedor Fabricación (manufacturas) Decoración;Venta de materiales de construcción Fabricación (manufacturas) Decoración;Materiales de construcción;Interno;1;1;10;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;5;Carretilla;Vehículo particular;4;Caminata, Motocicleta;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
245;dt;5/18/2022 16:15:54;No aplica;Snail;Kr 53 # 48 47 local 156;3105109795;2;Sí;2;100%;0;0%;2;100%;Ninguna de las anteriores;Sí;Venta al detalle;Textiles;Moda y textiles;Interno;1;1;16;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;"En carreta ""zorrilla""";5;3;Carretilla;Van, Furgón, Empresa transportadora ;5;Van, Empresa transportadora;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
246;dt;5/18/2022 16:13:35;Geramarprincipal@gmail.com;Distribuidor alhambra;Carrera 52a#46-17;3135979093;2;Sí;2;100%;0;0%;2;100%;Madres cabeza de familia;No;Proveedor;Ropa ;Moda y textiles;Interno;2;2;20;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""";5;1;Carretilla;Caminata, Motocicleta;2;Caminata, Motocicleta, Van, Furgón;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
247;dt;5/18/2022 16:11:16;medejeans@gmail.com;MEDEJEANS;CR 52 51 48;3106377694;3;Sí;1;33%;0;0%;1;100%;Ninguna de las anteriores;No;Venta al detalle;Confección y moda;Moda y textiles;Interno;1;1;5;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Miércoles, Viernes;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;5;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
248;dt;5/18/2022 16:04:05;NA;Variedades Briner;Cra 52  51 62;3152855589;2;Sí;1;50%;0;0%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle Electrodomésticos y hogar;Decoración Electrodomésticos y hogar;Artículos para el hogar;No;0;;;;;;;Martes;1 vez por semana;09:00 a 10:00;En motocicleta;4;4;Ninguno se hace en bolsa Acarreo ;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
249;dt;5/18/2022 16:03:52;No aplica;Xumo;Kr 53 # 48 47 local 154;3192136037;2;Sí;2;100%;0;0%;0;0%;Ninguna de las anteriores;No;Venta al detalle;Textiles;Moda y textiles;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;"En carreta ""zorrilla""";4;2;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
250;dt;5/18/2022 15:59:27;rangerboyaca1@gmail.com;Ranger ;Calle 51 # 53- 25;2310224;20;Sí;7;35%;0;0%;7;100%;Madres cabeza de familia;No;Fabricante;Colchoneria ;Artículos para el hogar;Interno;1;1;10;2,2;Sí;Medellín;Recepción de mercancías;Lunes, Jueves;2;08:00 a 09:00;En camión, sobre la vía;4;1;Carretilla;Vehículo particular;5;No se realizan ventas por internet;3;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
251;dt;5/18/2022 15:59:23;NA;Confiteria El Manero;Cr  54 51 74;3204570456;1;Sí;1;100%;0;0%;0;0%;Ninguna de las anteriores;Sí;Venta al detalle Cigarrería;Confitería Cigarrería;Cacao, chocolate y confitería;Interno;1;1;4;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Miércoles;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;En vehículo particular;5;5;Carretilla;Caminata;4;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
252;dt;5/18/2022 15:54:35;Gh.temporaltextil@gmail.com;Greenfit;CL 47 52a23;3207196076;11;Sí;9;82%;0;0%;9;100%;Madres cabeza de familia;No;Venta al detalle;Textiles;Moda y textiles;No;0;;;;;;;Martes, Jueves;6 o más;10:00 a 11:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa;3;3;Carretilla;"Caminata, Carreta ""zorrilla""";9;Transportadora;9;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
253;dt;5/18/2022 15:53:21;Redesyobras@gmail.com;Redes & Obras ;Cr 54 51 66;3505079161;5;Sí;2;40%;0;0%;2;100%;Mujeres pertenecientes a grupos étnicos;Sí;Proveedor Materiales y Eléctricos de Telecomunicaciones ;Ferretería Materiales y Eléctricos de Telecomunicaciones ;Ferretería;Interno;1;1;3;2;Sí;Medellín;Almacenamiento de inventarios;Lunes;1 vez por semana;09:00 a 10:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;5;Carretilla;Motocicleta;4;Caminata, Motocicleta;3;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
254;dt;5/18/2022 15:52:09;Marinsergio33@gmail.com;Anthobeta;Kr 53 # 48 47 local 269;3015240368;3;Sí;2;67%;0;0%;2;100%;Ninguna de las anteriores;No;Venta al detalle Bisutería ;Textiles Bisutería ;Moda y textiles;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00;"En carreta ""zorrilla""";5;1;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
255;dt;5/18/2022 15:45:01;NA;Abarriteria;Cl 51 54 18;3135677317;3;Sí;1;33%;0;0%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle Cigarrería Supermercados;Producción de alimentos Cigarrería Supermercados;Productos alimenticios;Interno;1;1;10;3;Sí;Medellín;Almacenamiento de inventarios;Martes, Jueves;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;4;5;Carretilla;Motocicleta;6;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
256;dt;5/18/2022 15:43:06;Linafernandar27@gmail.com;Estampaciones edicar;Kr 53 # 48 47 local 258;3152452085;4;Sí;2;50%;0;0%;0;0%;Ninguna de las anteriores;No;Venta al detalle;Textiles;Moda y textiles;No;0;;;;;;;Martes, Jueves, Viernes;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;En vehículo particular;5;1;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
257;dt;5/18/2022 15:42:06;otto0711@gmail.com ;Lenceríael toto;Carrera 53 46 32;329535960;2;Sí;1;50%;0;0%;0;0%;Ninguna de las anteriores;Sí;Venta al detalle;Lencería;Moda y textiles;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En carreta ""zorrilla""";5;5;Carretilla;Caminata, Motocicleta;1;Motocicleta, Vehículo particular, Van;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
258;dt;5/18/2022 15:39:19;No aplica ;Galeria el Delfin;Cl 51  54 30;3015003690;2;Sí;1;50%;0;0%;1;100%;Madres cabeza de familia;Sí;Venta al detalle Decoración Muebles ;Fabricación (manufacturas) Decoración Muebles ;Manufacturas;Interno;1;1;30;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Miércoles, Jueves;3;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;4;4;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
259;dt;5/18/2022 15:34:48;elplanetadelamoda@hotmail.com;El planeta de la moda;Carrera 53 #43-28;3014910019;5;Sí;3;60%;0;0%;3;100%;Madres cabeza de familia;No;Venta al detalle;Ropa ;Moda y textiles;Interno;2;2;20;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;"En carreta ""zorrilla""";3;2;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
260;dt;5/18/2022 15:33:40;Carloshvill@hormail.com;MG Electricos s.a.s;Cl 51 54 66;5125795;4;No;;0%;;;;;;;Venta al detalle Bonbilleria lámparas fluorescentes ;Ferretería Bonbilleria lámparas fluorescentes ;Ferretería;Interno;1;1;30;2;Sí;Medellín;Almacenamiento de inventarios;Martes, Miércoles, Jueves;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;4;Carretilla;Caminata;3;Motocicleta;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
261;dt;5/18/2022 15:31:12;Ruth8239@hotmail.com;Estampacion dalu;Kr 53 # 48 47 local 263;3006754027;2;Sí;2;100%;2;100%;0;0%;Madres cabeza de familia, Mujeres pertenecientes a grupos étnicos;No;Venta al detalle;Textiles;Moda y textiles;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;"En carreta ""zorrilla""";2;1;Ninguna;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
262;dt;5/18/2022 15:28:45;electricasdetal@une.net.co;Eléctricas y Materiales Delta s.a.s;Cr 54 51 19;3017842173;6;Sí;4;67%;0;0%;4;100%;Madres cabeza de familia;Sí;Venta al detalle Maquinaria Articulos eléctricos ;Venta de materiales de construcción Maquinaria Articulos eléctricos ;Materiales de construcción;No;0;;;;;;;Lunes, Viernes;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;En vehículo particular;5;5;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
263;dt;5/18/2022 15:23:56;Noraluciagranadaguzman1@gmail.com;Viniltextil;Kr 53 # 48 47;3057283532;1;Sí;1;100%;0;0%;1;100%;Madres cabeza de familia;No;Venta al detalle;Textiles;Moda y textiles;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En motocicleta, En bicicleta, En carreta ""zorrilla""";5;3;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
264;dt;5/18/2022 15:23:49;Ilumandres@gmail.com;Iluminacilnes y Materiales Eléctricos ;Cr 55 51 01;5131073;3;Sí;2;67%;0;0%;2;100%;Madres cabeza de familia;Sí;Venta al detalle Materiales eléctricos ;Decoración Materiales eléctricos ;Artículos para el hogar;No;0;;;;;;;Lunes, Jueves;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En camión, en vías aledañas;5;5;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
265;dt;5/18/2022 15:20:33;Papeleríacucutasas@hotmail.com;Papelería cucuta sas;Kr 54 46 22;6043020325;19;Sí;8;42%;0;0%;8;100%;Madres cabeza de familia;Sí;Venta al detalle;Papelería;Papelería;Interno;3;2;120;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00;"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla""";2;2;Carretilla;"Motocicleta, Furgón, Carreta ""zorrilla""";8;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
266;dt;5/18/2022 14:49:09;no tienen;Galeria de R y R;Calle 51 # 53- 67;No tienen ;2;Sí;1;50%;0;0%;0;0%;Madres cabeza de familia;No;Venta al detalle;Carpintería;Maderas;Externo, propio;1;1;12;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;6 o más;05:00 a 06:00, 10:00 a 11:00, 16:00 a 17:00;"En camión, estacionado en parqueadero propiedad de un tercero, En carreta ""zorrilla""";3;1;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
267;dt;5/18/2022 14:19:35;bodegasla49ph@gmiail.com;Pasaje Comercial Bodegas la 49;Calle 49 # 56 06;3207670561;5;Sí;2;40%;0;0%;2;100%;Madres cabeza de familia;No;Proveedor Textiles;Servicios de transporte y distribución de mercancías Textiles;Mensajería;Interno;30;14;400;4;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;En camión, se descarga internamente;5;1;Carretilla, Elevador, Rampa fija, Porta doble, Parqueadero de uso interno, Parqueadero para clientes;No se realizan domicilios;0;"Caminata, Bicicleta de carga, Motocicleta, Vehículo particular, Van, Furgón, Carreta ""zorrilla""";300;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
268;dt;5/18/2022 14:05:57;daelaalzatebustamante@gmail.com;Coser Colombia- Insumos y Repuestos;Carrera 54 # 49- 92 ;3242889387;6;Sí;3;50%;0;0%;3;100%;Madres cabeza de familia;Sí;Venta al detalle;Maquinaria;Maquinaria;Externo, alquilado;1;2;32;2,5;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Sábado;4;11:00 a 12:00;"En carreta ""zorrilla""";5;1;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
269;dt;5/18/2022 13:59:50;skycordsas@hotmail.com;SKY cord;Carrera 56 # 50 31;3213047649;12;Sí;6;50%;0;0%;6;100%;Madres cabeza de familia;No;Venta al detalle;Venta de materiales de construcción;Materiales de construcción;Interno;1;1;40;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;4;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa;5;3;Carretilla;Motocicleta;6;Motocicleta;4;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
270;dt;5/18/2022 13:49:09;antdeiluminacionycontrol@gmail.com;Antioqueña de iluminación y control;Carrera 56 # 50 27;3133309236;3;Sí;2;67%;0;0%;2;100%;Ninguna de las anteriores;No;Venta al detalle;Venta de materiales de construcción;Materiales de construcción;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;2;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;4;4;Ninguno ;Motocicleta;1;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
271;dt;5/18/2022 13:39:20;rrhh@paracoser.com;Para Coser S.A.S;Cra 54 # 49-37 ;3695797;105;Sí;72;69%;0;0%;72;100%;Madres cabeza de familia, Mujeres transgénero, Mujeres con movilidad reducida;Sí;Venta al detalle;Maquinaria;Maquinaria;Interno;3;1;20;4,5;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes;1 vez por semana;09:00 a 10:00;"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla""";5;1;Carretilla;Caminata, Motocicleta;80;Transportadora;4;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
272;dt;5/18/2022 13:30:16;ramiroandresarboledamontoya@gmail.com;Industrias C&M ;Calle 50 # 56 43;3147886614;4;No;;0%;;;;;;;Fabricante;Carpintería;Maderas;Externo, alquilado;1;2;300;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;La periodicidad es mensual;13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa;5;1;Ninguno;Furgón;1;Furgón;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
273;dt;5/18/2022 13:24:39;haroldbuitron@hotmail.com;Metro hogar HYM;Calle 46#51a-40;3122950297;1;No;;0%;;;;;;;Venta al detalle;Electrodomésticos y hogar;Electrodomésticos;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00;"En carreta ""zorrilla""";3;1;Carretilla;Motocicleta;2;Motocicleta, Van;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
274;dt;5/18/2022 13:21:16;wondermedellin1@grupowonder.com;Grupo Wonder SA;Calle 50 # 56 31;3138703142;5;Sí;1;20%;0;0%;1;100%;Madres cabeza de familia;No;Fabricante;Refrigeración comercial. Punto de Venta. ;Refrigeración;Interno;1;1;300;3,2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;1 vez por semana;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa;5;1;Carretilla, Gato hidráulico ;Camioneta;3;Camioneta ;3;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
275;dt;5/18/2022 13:20:03;Juanpablo ergaraacevedo@gmail.com;Óptica real ;Calle 46 51a 32 ;3044000170;3;No;;0%;;;;;;;Venta al detalle;Gafas;Productos médicos y de salud;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;La periodicidad es quincenal;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00, 19:00 a 20:00;"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""";1;1;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
276;dt;5/18/2022 13:11:44;No aplica ;Stop shop ;Cr 46 56 22;3004711745;2;Sí;2;100%;0;0%;2;100%;Madres cabeza de familia;Sí;Venta al detalle;Confección y moda;Moda y textiles;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En carreta ""zorrilla""";5;3;Ninguno ;Caminata, Motocicleta;3;Motocicleta;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
277;dt;5/18/2022 13:07:00;Lizethpava1224@gmail.com;Gomelitos;Calle 46 #51a 16;3007386539;2;Sí;2;100%;0;0%;2;100%;Madres cabeza de familia;No;Venta al detalle;Ropa de bebe;Moda y textiles;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes;5;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En carreta ""zorrilla"", En vehículo particular";5;5;Carretilla;Motocicleta, Van;1;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
