id,db,Marca temporal,Nombre de la empresa,Dirección de la empresa,Teléfono de contacto,Por favor indique el número de colaboradores que tiene su empresa o comercio,¿En su empresa o comercio cuentan con colaboradoras mujeres?,Por favor indique el número de mujeres que trabajan en su empresa o comercio,Porcentaje mujeres,"De sus empleadas mujeres, ¿Cuántas hacen parte de la cadena de distribución del negocio (conducen, reparten domicilios, acompañan las entregas, etc.)?",% mujeres en la distribución,De las mujeres vinculadas a la cadena logística de su empresa o comercio ¿Cuántas están vinculadas por contrato laboral?,% mujeres vinculadas,"Entre sus colaboradoras mujeres, alguna(s) se identifica(n) con los siguientes grupos poblacionales:",¿Acompañan y/o apoyan el proceso formativo de las mujeres que hacen parte de la cadena logística?,"Por favor, indique dentro de la siguientes categorías, cuál se relaciona con la actividad realizada en su comercio:",De acuerdo al listado señale en orden de importancia las 3 principales actividades comerciales que se desarrollan en su establecimiento:,Productos principales,¿Su establecimiento cuenta con espacio de bodega o almacenamiento de mercancías o productos?,¿Con cuántos espacios de bodega cuenta?,¿En qué piso se ubica(n) la(s) bodegas que sirven a su empresa o comercio?,"Por favor, indique el área de la bodega que sirve a su comercio en metros cuadrados:","Por favor, indique la altura en metros de la bodega que sirve a su comercio:",¿El(los) espacio(s) de bodega están ubicados al interior de la ZUAP?,¿En qué municipio se encuentra ubicada la bodega que sirve a su comercio?,"Por favor, indique el tipo de bodega con la que cuenta:","Por favor, seleccione los días en los cuales recibe materiales, materias primas o productos:",¿Cuántas veces por semana abastece su establecimiento?,"Por favor, indique los horarios durante los cuales realiza las actividades de cargue y descargue de las mercancías:","Por favor, indique la forma en la que ingresa la mercancía a su comercio o área de bodega:","En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en camión, carro o motocicleta es?","En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en bicicleta es?",¿El establecimiento o bodega posee alguno de los siguientes elementos para el cargue y descargue de mercancías?,¿Qué medio realiza para el envío de sus artículos a domicilio?,¿Cuántos domicilios realiza a diario su establecimiento?,¿Qué medio realiza para el envío de sus ventas por internet?,¿Cuántos envíos de artículos vendidos por internet realiza a diario su establecimiento?,Ir al fin de la encuesta.,"De acuerdo con el tipo de carga que distribuye su empresa, indique máximo 3 tipos en el siguiente listado:",¿El origen de la mercancía que transporta es el Valle de Aburrá?,"Por favor, indique el municipio:","Por favor, indique cuántas entregas hace en el centro de Medellín al día:","Por favor, indique el número de establecimientos que surte en el centro de Medellín a diario:",¿Cuántos pedidos recibe su empresa diariamente que tienen como destino el centro de Medellín?,Por favor indique la cantidad de vehículos con combustión a diésel (ACPM) con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con combustión a gasolina con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con combustión a gas natural vehicular (GNV) con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con motor eléctrico con los que cuenta su empresa:,"Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos anteriores a 1990]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 1991 y 2000]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2001 y 2010]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2011 y 2015]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos del 2016 en adelante]","¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a ACPM?","¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a gasolina?","¿Cuánto es el rendimiento en metros cúbicos/kilómetro, de sus vehículos a GNV?","¿Cuánto es el rendimiento kilowatt-hora, de sus vehículos eléctricos?",¿Cuánto es el costo total por movilizar un camión cargado hacia el centro de Medellín?,¿Cuántas horas al volante permanece durante un turno de reparto una/un conductora/or en su empresa?,"De acuerdo con la siguiente escala, donde 1 es ""Muy compleja"" y 5 es ""Muy adecuada"" ¿Cómo considera la relación de sus conductores con los demás actores viales (peatones, ciclistas, conductores, transporte público) en el espacio público de la ZUAP?",¿Al interior de su empresa se realizan actividades que promuevan la actividad física entre sus calaboradoras/es?,¿Qué actividades se realizan?,¿Cuántas veces por semana se realizan actividades para promover la actividad física?,¿Conoce usted el Decreto No 1790 de noviembre 20 de 2012 (Decreto de Zona Amarilla o de cargue y descargue en el centro de la ciudad)?,establishment_type_clean
238,dt,2022-05-16 18:18:39.599,Calzado Bucaramanga,Calle 48 # 51 14,2512929,5,Sí,4.0,0.8,0.0,0.0,4.0,1.0,Madres cabeza de familia,No,Venta al detalle,Venta de calzado,Calzado,Interno,1.0,2.0,30.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 16:00 a 17:00, 17:00 a 18:00","En carreta ""zorrilla""",3,5,Carretilla,"Carreta ""zorrilla""",0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,dt,2022-05-17 15:38:02.387,Mundo Baby,Calle 48 # 51 24 Local 101,3012380377,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,Moda y textiles,Interno,1.0,2.0,40.0,3.0,Sí,Medellín,Recepción de mercancías,Lunes,1 vez por semana,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00",En vehículo particular,3,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,dt,2022-05-17 12:14:10.602,Savia salud EPS sede elite,Kr 56c # 49A 126,4601674,30,Sí,23.0,0.7666666666666667,0.0,0.0,23.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Servicios de salud,Productos médicos y de salud,Interno,1.0,1.0,20.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",La periodicidad es quincenal,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En vehículo particular",5,5,Carretilla,No se realizan domicilios,0,"No se realizan ventas por internet, Carreta ""zorrilla""",0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,dt,2022-05-18 12:15:30.834,Espacios,Calle 50 # 55a 15,3146972510,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Electrodomésticos y hogar,Electrodomésticos,Interno,1.0,2.0,50.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En camión, sobre la vía",5,1,Carretilla,"Van, Furgón",2,"Van, Furgón",1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,dt,2022-05-17 15:47:46.665,Gomelitos Shoes Kids,Calle 48 # 51 30,3216569762,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,Moda y textiles,Interno,1.0,1.0,50.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",1,5,Carretilla,Servicios de mensajería,1,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,dt,2022-05-17 16:16:57.044,Tendencia del bolso # 1,Calle 49 # 51 95,3194426607,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Bolsos,Moda y textiles,Interno,1.0,2.0,12.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,dt,2022-05-18 13:21:15.949,Grupo Wonder SA,Calle 50 # 56 31,3138703142,5,Sí,1.0,0.2,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Fabricante,Refrigeración comercial. Punto de Venta.,Refrigeración,Interno,1.0,1.0,300.0,3.2,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",1 vez por semana,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,1,"Carretilla, Gato hidráulico",Camioneta,3,Camioneta,3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,dt,2022-05-18 13:30:16.259,Industrias C&M,Calle 50 # 56 43,3147886614,4,No,,0.0,,,,,,,Fabricante,Carpintería,Maderas,"Externo, alquilado",1.0,2.0,300.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",La periodicidad es mensual,"13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,1,Ninguno,Furgón,1,Furgón,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,dt,2022-05-18 14:19:34.520,Pasaje Comercial Bodegas la 49,Calle 49 # 56 06,3207670561,5,Sí,2.0,0.4,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Proveedor Textiles,Servicios de transporte y distribución de mercancías Textiles,Mensajería,Interno,30.0,14.0,400.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, se descarga internamente",5,1,"Carretilla, Elevador, Rampa fija, Porta doble, Parqueadero de uso interno, Parqueadero para clientes",No se realizan domicilios,0,"Caminata, Bicicleta de carga, Motocicleta, Vehículo particular, Van, Furgón, Carreta ""zorrilla""",300,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,dt,2022-05-18 12:01:22.312,Univital,Calle # 55 51,3187881405,11,Sí,6.0,0.5454545454545454,1.0,0.16666666666666666,6.0,1.0,Ninguna de las anteriores,No,Proveedor,Venta de productos de belleza,Cosméticos y productos de belleza,Interno,3.0,1.0,60.0,4.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",4,"14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,1,Carretilla,Motocicleta,10,Motocicleta,10,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,dt,2022-05-17 17:24:52.700,Almacén Fariani,Carrera 50 # 48 53 Local 106,2317807,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,Moda y textiles,Interno,1.0,1.0,12.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",La periodicidad es mensual,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, sobre la vía",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,dt,2022-05-17 15:03:53.388,Textiles F & M,Calle 49 # 53 72,6044310241,15,Sí,10.0,0.6666666666666666,0.0,0.0,10.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,Moda y textiles,Interno,2.0,3.0,60.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía, En camión, sobre el andén, En camión, en vías aledañas",5,1,Carretilla,Motocicleta,3,Motocicleta,5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,dt,2022-05-18 11:06:00.287,GM Hogar,Calle 50 # 53 39,5205338,6,Sí,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Electrodomésticos y hogar,Electrodomésticos,Interno,1.0,1.0,20.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,1,Carretilla,"Furgón, Carreta ""zorrilla""",10,"Furgón, Carreta ""zorrilla""",10,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,dt,2022-05-18 11:18:47.712,Tega electrodomésticos SAS,Calle 50# 53 31,5132220,14,Sí,13.0,0.9285714285714286,0.0,0.0,13.0,1.0,Madres cabeza de familia,No,Venta al detalle,Electrodomésticos y hogar,Electrodomésticos,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00","En camión, sobre la vía",3,1,Carretilla,Furgón,10,Furgón,5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,dt,2022-05-18 11:37:16.548,Bienvenidos Bebés,Carrera 53 # 49 17,5120127,6,Sí,5.0,0.8333333333333334,0.0,0.0,5.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,Moda y textiles,Interno,1.0,2.0,90.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,2,Carretilla,Servicio de mensajería,7,Motocicleta,7,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,dt,2022-05-18 13:39:19.873,Para Coser S.A.S,Cra 54 # 49-37,3695797,105,Sí,72.0,0.6857142857142857,0.0,0.0,72.0,1.0,"Madres cabeza de familia, Mujeres transgénero, Mujeres con movilidad reducida",Sí,Venta al detalle,Maquinaria,Maquinaria,Interno,3.0,1.0,20.0,4.5,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes",1 vez por semana,09:00 a 10:00,"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla""",5,1,Carretilla,"Caminata, Motocicleta",80,Transportadora,4,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,dt,2022-05-17 12:10:05.489,Pollo broster,Kr 56c # 49A 126 piso 1,3244627133,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Cigarrería Expendio de bebidas alcohólicas,Restaurante Cigarrería Expendio de bebidas alcohólicas,Restauración,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla"", En vehículo particular",5,5,Carretilla,Caminata,10,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,dt,2022-05-18 12:51:12.729,Socoda,Calle 50 # 55a 31,3172158578,1,No,,0.0,,,,,,,Venta al detalle,Fabricación (manufacturas),Manufacturas,Interno,1.0,1.0,12.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Miércoles, Viernes",La periodicidad es mensual,"12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,dt,2022-05-18 13:00:45.735,Isko Colombia SAS,Calle 50 # 55a 25,3135138947,1,No,,0.0,,,,,,No,Fabricante,Venta de materiales de construcción,Materiales de construcción,Interno,1.0,1.0,20.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"01:00 a 02:00, 02:00 a 03:00, 03:00 a 04:00, 04:00 a 05:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,1,A mano,Van,1,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,dt,2022-05-17 14:51:13.913,Mayoristas de la Moda,Calle 49 # 53 90,3128847190,6,Sí,3.0,0.5,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Proveedor,Textiles,Moda y textiles,Interno,2.0,2.0,80.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía, En camión, sobre el andén, En camión, en vías aledañas, En camión, estacionado en parqueadero propiedad de un tercero, En motocicleta, En bicicleta, En carreta ""zorrilla"", En vehículo particular",5,1,Carretilla,"Carreta ""zorrilla"", Transportadora",2,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,dt,2022-05-18 14:05:56.513,Coser Colombia- Insumos y Repuestos,Carrera 54 # 49- 92,3242889387,6,Sí,3.0,0.5,0.0,0.0,3.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Maquinaria,Maquinaria,"Externo, alquilado",1.0,2.0,32.0,2.5,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Sábado",4,11:00 a 12:00,"En carreta ""zorrilla""",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,dt,2022-05-18 17:00:39.859,Coser Colombia,Carrera 54# 50- 14,3145726744,5,Sí,2.0,0.4,0.0,0.0,2.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Maquinaria,Maquinaria,Interno,1.0,3.0,64.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo, Festivos",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, sobre la vía, En carreta ""zorrilla""",3,1,Carretilla,Motocicleta,4,Motocicleta,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,dt,2022-05-17 16:33:06.365,Arena tienda de belleza,Calle 49 # 51 10,3117217430,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Venta de productos de belleza,Cosméticos y productos de belleza,Interno,1.0,2.0,12.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00, 19:00 a 20:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En motocicleta",5,1,Ninguno,Motocicleta,1,Motocicleta,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,dt,2022-05-17 16:50:32.122,Dugotex SA,Carrera 51 # 49 13,2314562,4,Sí,3.0,0.75,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Fabricante,Textiles,Moda y textiles,Interno,1.0,2.0,4.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""",1,1,Ninguna,No se realizan domicilios,0,Servicio de mensajería,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,dt,2022-05-18 14:49:09.485,Galeria de R y R,Calle 51 # 53- 67,No tienen,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Carpintería,Maderas,"Externo, propio",1.0,1.0,12.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"05:00 a 06:00, 10:00 a 11:00, 16:00 a 17:00","En camión, estacionado en parqueadero propiedad de un tercero, En carreta ""zorrilla""",3,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,dt,2022-05-18 16:21:49.794,Electronicas FBM,Carrera 53# 50- 55,5127490,12,Sí,4.0,0.3333333333333333,0.0,0.0,4.0,1.0,Madres cabeza de familia,No,Venta al detalle,Sonido,Electrónica,Interno,2.0,1.0,10.0,2.5,Sí,Medellín,Recepción de mercancías,"Lunes, Miércoles, Sábado",6 o más,"10:00 a 11:00, 12:00 a 13:00, 15:00 a 16:00, 17:00 a 18:00","En camión, sobre la vía",4,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,dt,2022-05-18 13:59:49.687,SKY cord,Carrera 56 # 50 31,3213047649,12,Sí,6.0,0.5,0.0,0.0,6.0,1.0,Madres cabeza de familia,No,Venta al detalle,Venta de materiales de construcción,Materiales de construcción,Interno,1.0,1.0,40.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",4,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,3,Carretilla,Motocicleta,6,Motocicleta,4,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,dt,2022-05-18 16:42:52.308,Luma,Calle 50# 53-94,5123035,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Proveedor,Electrodomésticos y hogar,Electrodomésticos,Interno,1.0,2.0,24.0,2.5,Sí,Medellín,Recepción de mercancías,"Martes, Miércoles, Sábado",1 vez por semana,09:00 a 10:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa",2,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,dt,2022-05-19 12:41:22.710,D1,Calle 50 # 49- 19,6017426352,7,Sí,4.0,0.5714285714285714,0.0,0.0,4.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Supermercados,Productos alimenticios,Interno,1.0,1.0,20.0,2.5,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo",6 o más,01:00 a 02:00,"En camión, sobre la vía, En carreta ""zorrilla""",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,dt,2022-05-17 14:33:48.268,Talabarteria RyR,Cl 51 53 41,231 66 58,4,Sí,3.0,0.75,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Fabricante Textiles,Fabricación (manufacturas) Textiles,Moda y textiles,Interno,1.0,1.0,4.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Miércoles, Sábado",3,17:00 a 18:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa",4,4,Carretilla,Vehículo particular,3,Motocicleta,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,dt,2022-05-17 14:37:48.628,Dimatex Leon,Cl 51 53 69,3212775702,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Proveedor,Venta de materiales de construcción,Materiales de construcción,Interno,1.0,1.0,20.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Miércoles",2,"08:00 a 09:00, 11:00 a 12:00, 18:00 a 19:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",4,4,Carretilla,"Caminata, Bicicleta normal",4,Caminata,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,dt,2022-05-18 13:49:09.133,Antioqueña de iluminación y control,Carrera 56 # 50 27,3133309236,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Venta de materiales de construcción,Materiales de construcción,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",4,4,Ninguno,Motocicleta,1,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,dt,2022-05-17 14:49:49.045,Boom Veracruz,Cl 51 52 45,310 452 79 22,1,Sí,1.0,1.0,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Venta de calzado,Calzado,Interno,1.0,1.0,1.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Jueves",2,08:00 a 09:00,"En carreta ""zorrilla""",2,3,Carretilla,No se realizan domicilios,0,"Motocicleta, Vehículo particular",2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,dt,2022-05-19 16:43:53.884,Ponque ponque,Cra 54 # 51 - 13,3202197260,1,Sí,1.0,1.0,1.0,1.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Reposteria,Productos alimenticios,"Externo, alquilado",1.0,1.0,10.0,2.2,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Sábado",6 o más,12:00 a 13:00,"En camión, sobre la vía",4,1,La misma persona la carga en sus manos,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
